timestamp,value,anomaly_score,label
2016-08-02 12:37:31,5.94793296089,0.639426798458,0
2016-08-02 12:41:15,48.8752793296,0.0250107552227,0
2016-08-02 12:45:54,34.5641899441,0.275029318369,0
2016-08-02 13:59:15,27.2497206704,0.223210738149,0
2016-08-02 15:59:15,24.8115642458,0.736471214164,0
2016-08-02 19:59:15,23.015027933,0.676699487423,0
2016-08-02 21:59:15,22.8867039106,0.892179567705,0
2016-08-03 01:31:20,22.5017318436,0.0869388326294,0
2016-08-03 03:31:20,22.1167597765,0.421921819685,0
2016-08-03 05:31:20,21.8601117318,0.0297972194381,0
2016-08-03 07:31:20,21.6034636872,0.218637974804,0
2016-08-03 13:31:22,27.8913407821,0.505355288103,0
2016-08-03 15:31:22,27.3780446927,0.0265359696839,0
2016-08-03 17:31:22,27.121396648,0.198837650687,0
2016-08-03 19:31:22,26.8647486034,0.64988443778,0
2016-08-03 21:31:22,26.8647486034,0.544941480603,0
2016-08-04 01:31:22,26.6081005587,0.220440622041,0
2016-08-04 05:31:22,26.351452514,0.589265683876,0
2016-08-04 15:31:23,25.7098324022,0.809430456678,0
2016-08-04 17:31:23,25.4531843575,0.00649875967806,0
2016-08-04 19:31:23,25.3248603352,0.805819251833,0
2016-08-04 21:31:23,25.4531843575,0.698139394988,0
2016-08-05 01:31:24,25.5815083799,0.340250516518,0
2016-08-05 07:31:24,25.4531843575,0.155479499812,0
2016-08-05 09:31:24,25.3248603352,0.957213072207,0
2016-08-05 11:31:24,25.0682122905,0.336594545113,0
2016-08-05 13:31:25,24.8115642458,0.0927458433801,0
2016-08-05 17:31:25,24.6832402235,0.0967163768335,0
2016-08-05 19:31:25,24.6832402235,0.847494366347,0
2016-08-05 21:31:25,24.6832402235,0.603726031367,0
2016-08-06 01:31:25,24.9398882682,0.807128273274,0
2016-08-06 07:31:25,24.9398882682,0.729731786694,0
2016-08-06 09:31:25,24.8115642458,0.536228091455,0
2016-08-06 15:31:27,24.1699441341,0.973115763979,0
2016-08-06 17:31:27,24.1699441341,0.378534377208,0
2016-08-06 19:31:27,24.2982681564,0.552040631273,0
2016-08-06 21:31:27,24.2982681564,0.829404664253,0
2016-08-07 01:31:27,24.4265921788,0.618519752364,0
2016-08-07 03:31:27,24.5549162011,0.861706900311,0
2016-08-07 05:31:27,24.4265921788,0.577352145257,0
2016-08-07 07:31:27,24.5549162011,0.704571836215,0
2016-08-07 09:31:27,24.2982681564,0.0458243836557,0
2016-08-07 13:31:28,23.784972067,0.227898275652,0
2016-08-07 17:31:28,23.4,0.289387963602,0
2016-08-07 19:31:28,23.4,0.0797919769236,0
2016-08-07 21:31:28,23.4,0.232790886361,0
2016-08-08 01:31:29,23.784972067,0.10100142941,0
2016-08-08 05:31:29,23.784972067,0.27797360311,0
2016-08-08 09:31:29,23.4,0.635684444264,0
2016-08-08 13:31:29,23.015027933,0.36483217897,0
2016-08-08 15:31:29,23.015027933,0.370180967117,0
2016-08-08 21:31:29,22.8867039106,0.209507030771,0
