timestamp,value,anomaly_score,label
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-16 14:09:30,363,0.25,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-19 03:16:10,341,0.25,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-17 20:42:50,352,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-19 03:16:10,341,0.0,0
2017-08-19 03:16:10,341,0.0,0
2017-08-19 03:16:10,341,0.0,0
2017-08-19 03:16:10,341,0.0,0
2017-08-19 03:16:10,341,0.0,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-19 03:16:10,341,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-20 09:49:30,330,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-21 16:22:50,319,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.0,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-21 16:22:50,319,0.0,0
2017-08-22 22:56:10,308,0.0,0
2017-08-22 22:56:10,308,0.0,0
2017-08-22 22:56:10,308,0.125,0
2017-08-21 16:22:50,319,0.0,0
2017-08-22 22:56:10,308,0.0,0
2017-08-22 22:56:10,308,0.0,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.125,0
2017-08-22 22:56:10,308,0.0,0
2017-08-22 22:56:10,308,0.0,0
