timestamp,value,anomaly_score,label
2017-07-10 10:34:27,713.043478261,0.5,0
2017-07-10 10:34:27,713.043478261,0.5,0
2017-07-11 10:43:44,704.347826087,0.5,0
2017-07-11 10:43:44,704.347826087,0.5,0
2017-07-11 10:43:44,704.347826087,0.5,0
2017-07-12 10:53:00,695.652173913,0.5,0
2017-07-12 10:53:00,695.652173913,0.5,0
2017-07-12 10:53:00,695.652173913,0.5,0
2017-07-12 10:53:00,695.652173913,0.5,0
2017-07-13 11:02:17,686.956521739,0.5,0
2017-07-13 11:02:17,686.956521739,0.5,0
2017-07-13 11:02:17,686.956521739,0.5,0
2017-07-13 11:02:17,686.956521739,0.5,0
2017-07-13 11:02:17,686.956521739,0.5,0
2017-07-14 11:11:33,678.260869565,0.5,0
2017-07-14 11:11:33,678.260869565,0.5,0
2017-07-14 11:11:33,678.260869565,0.5,0
2017-07-15 11:20:50,669.565217391,0.5,0
2017-07-15 11:20:50,669.565217391,0.5,0
2017-07-15 11:20:50,669.565217391,0.5,0
2017-07-14 11:11:33,678.260869565,0.5,0
2017-07-15 11:20:50,669.565217391,0.5,0
2017-07-14 11:11:33,678.260869565,0.5,0
2017-07-16 11:30:06,660.869565217,0.5,0
2017-07-16 11:30:06,660.869565217,0.5,0
2017-07-16 11:30:06,660.869565217,0.5,0
2017-07-16 11:30:06,660.869565217,0.5,0
2017-07-17 11:39:23,652.173913043,0.5,0
2017-07-17 11:39:23,652.173913043,0.5,0
2017-07-17 11:39:23,652.173913043,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-17 11:39:23,652.173913043,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-18 11:48:39,643.47826087,0.5,0
2017-07-19 11:57:56,634.782608696,0.5,0
2017-07-19 11:57:56,634.782608696,0.5,0
2017-07-19 11:57:56,634.782608696,0.5,0
2017-07-19 11:57:56,634.782608696,0.5,0
2017-07-19 11:57:56,634.782608696,0.5,0
2017-07-20 12:07:12,626.086956522,0.5,0
2017-07-20 12:07:12,626.086956522,0.5,0
2017-07-20 12:07:12,626.086956522,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-20 12:07:12,626.086956522,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-21 12:16:29,617.391304348,0.5,0
2017-07-22 12:25:45,608.695652174,0.5,0
