timestamp,value
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-16 14:09:30,363
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-17 20:42:50,352
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-17 20:42:50,352
2017-08-17 20:42:50,352
2017-08-19 03:16:10,341
2017-08-17 20:42:50,352
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-17 20:42:50,352
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-19 03:16:10,341
2017-08-20 09:49:30,330
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-19 03:16:10,341
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-19 03:16:10,341
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-20 09:49:30,330
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-20 09:49:30,330
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-20 09:49:30,330
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-21 16:22:50,319
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-21 16:22:50,319
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-21 16:22:50,319
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-24 05:29:30,297
2017-08-22 22:56:10,308
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-22 22:56:10,308
2017-08-22 22:56:10,308
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-22 22:56:10,308
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-25 12:02:50,286
2017-08-24 05:29:30,297
2017-08-24 05:29:30,297
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-24 05:29:30,297
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-24 05:29:30,297
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-25 12:02:50,286
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-26 18:36:10,275
2017-08-25 12:02:50,286
2017-08-26 18:36:10,275
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-26 18:36:10,275
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-26 18:36:10,275
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-28 01:09:30,264
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-28 01:09:30,264
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-28 01:09:30,264
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-29 07:42:50,253
2017-08-29 07:42:50,253
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-08-30 14:16:10,242
2017-08-31 20:49:30,231
2017-08-31 20:49:30,231
2017-09-02 03:22:50,220
2017-08-31 20:49:30,231
2017-09-02 03:22:50,220
2017-08-31 20:49:30,231
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-08-31 20:49:30,231
2017-09-02 03:22:50,220
2017-09-02 03:22:50,220
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-02 03:22:50,220
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-02 03:22:50,220
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-02 03:22:50,220
2017-09-03 09:56:10,209
2017-09-03 09:56:10,209
2017-09-04 16:29:30,198
2017-09-04 16:29:30,198
2017-09-04 16:29:30,198
2017-09-04 16:29:30,198
2017-09-04 16:29:30,198
2017-09-04 16:29:30,198
2017-09-04 16:29:30,198
